49	0
145	1
402	1
154	1
419	1
301	1
75	1
471	1
342	1
377	1
374	1
381	1
2	2
11	2
28	2
44	2
71	2
90	2
93	2
141	2
157	2
166	2
218	2
243	2
245	2
288	2
317	2
324	2
332	2
461	2
466	2
484	2
485	2
489	2
60	2
61	2
82	2
89	2
108	2
147	2
157	2
182	2
261	2
275	2
285	2
297	2
314	2
325	2
333	2
358	2
360	2
363	2
371	2
385	2
433	2
443	2
451	2
2	2
10	2
39	2
91	2
99	2
149	2
215	2
241	2
263	2
288	2
299	2
306	2
323	2
368	2
382	2
398	2
415	2
431	2
435	2
129	2
132	2
397	2
418	2
162	2
293	2
305	2
156	2
431	2
186	2
316	2
71	2
290	2
467	2
211	2
112	2
378	2
256	2
389	2
281	2
156	2
286	2
325	2
45	2
430	2
49	2
442	2
189	2
475	2
83	2
450	2
216	2
337	2
106	2
110	2
126	2
15	2
28	2
70	2
83	2
131	2
156	2
162	2
209	2
239	2
287	2
322	2
329	2
346	2
347	2
350	2
431	2
470	2
471	2
1	2
10	2
11	2
16	2
49	2
57	2
65	2
101	2
111	2
210	2
243	2
361	2
395	2
400	2
402	2
433	2
435	2
447	2
470	2
483	2
11	2
14	2
24	2
35	2
46	2
104	2
171	2
195	2
203	2
212	2
217	2
282	2
296	2
343	2
371	2
15	2
65	2
82	2
103	2
133	2
182	2
193	2
219	2
239	2
324	2
339	2
392	2
461	2
475	2
489	2
29	2
40	2
41	2
146	2
203	2
232	2
249	2
264	2
269	2
299	2
316	2
331	2
341	2
366	2
396	2
423	2
441	2
460	2
465	2
49	2
105	2
116	2
166	2
186	2
194	2
245	2
247	2
256	2
266	2
273	2
330	2
415	2
443	2
449	2
474	2
13	3
14	3
39	3
46	3
91	3
123	3
161	3
163	3
165	3
184	3
185	3
198	3
217	3
219	3
230	3
234	3
324	3
371	3
372	3
376	3
422	3
465	3
497	3
23	3
68	3
82	3
105	3
167	3
179	3
196	3
230	3
275	3
279	3
292	3
294	3
315	3
316	3
385	3
407	3
447	3
454	3
473	3
52	3
59	3
129	3
161	3
177	3
223	3
273	3
311	3
316	3
462	3
470	3
28	3
50	3
65	3
70	3
87	3
159	3
172	3
176	3
292	3
300	3
313	3
331	3
356	3
379	3
430	3
444	3
22	3
35	3
40	3
55	3
133	3
139	3
179	3
189	3
200	3
272	3
335	3
397	3
404	3
33	3
52	3
55	3
81	3
121	3
153	3
159	3
168	3
175	3
183	3
201	3
209	3
227	3
246	3
269	3
302	3
310	3
333	3
343	3
375	3
383	3
384	3
400	3
409	3
434	3
461	3
483	3
5	3
23	3
32	3
61	3
81	3
87	3
96	3
118	3
120	3
134	3
157	3
206	3
217	3
238	3
257	3
284	3
287	3
292	3
295	3
338	3
339	3
373	3
437	3
487	3
5	3
7	3
34	3
48	3
55	3
104	3
120	3
160	3
200	3
208	3
220	3
251	3
254	3
259	3
284	3
310	3
325	3
432	3
435	3
449	3
457	3
458	3
466	3
13	3
14	3
76	3
77	3
83	3
100	3
112	3
187	3
189	3
209	3
216	3
231	3
237	3
248	3
250	3
289	3
326	3
349	3
370	3
376	3
385	3
386	3
387	3
394	3
405	3
423	3
438	3
482	3
38	3
77	3
127	3
143	3
157	3
162	3
164	3
182	3
189	3
192	3
203	3
212	3
232	3
238	3
253	3
263	3
278	3
295	3
298	3
305	3
387	3
402	3
412	3
415	3
429	3
5	3
6	3
15	3
32	3
71	3
116	3
149	3
157	3
173	3
179	3
219	3
331	3
347	3
366	3
403	3
416	3
495	3
1	3
77	3
87	3
98	3
277	3
316	3
317	3
320	3
321	3
354	3
362	3
451	3
455	3
473	3
12	3
20	3
36	3
61	3
77	3
84	3
103	3
105	3
118	3
164	3
174	3
181	3
187	3
191	3
224	3
241	3
244	3
246	3
251	3
304	3
334	3
357	3
359	3
381	3
383	3
427	3
446	3
454	3
486	3
491	3
494	3
40	3
77	3
110	3
119	3
144	3
154	3
163	3
167	3
275	3
277	3
314	3
336	3
343	3
344	3
346	3
368	3
376	3
433	3
460	3
21	3
59	3
65	3
96	3
110	3
145	3
239	3
269	3
272	3
300	3
334	3
363	3
383	3
395	3
403	3
406	3
439	3
451	3
466	3
493	3
26	3
28	3
63	3
93	3
127	3
151	3
210	3
214	3
254	3
277	3
304	3
323	3
346	3
388	3
391	3
411	3
421	3
424	3
464	3
484	3
495	3
7	3
18	3
20	3
28	3
52	3
97	3
126	3
206	3
212	3
235	3
269	3
327	3
342	3
363	3
369	3
498	3
6	3
52	3
79	3
84	3
90	3
107	3
108	3
203	3
227	3
236	3
241	3
248	3
283	3
285	3
302	3
319	3
324	3
366	3
407	3
415	3
423	3
444	3
14	3
51	3
111	3
130	3
133	3
262	3
266	3
295	3
355	3
428	3
430	3
438	3
470	3
17	3
35	3
57	3
69	3
93	3
148	3
199	3
204	3
209	3
221	3
270	3
272	3
275	3
373	3
422	3
490	3
36	3
50	3
59	3
68	3
91	3
94	3
97	3
123	3
169	3
177	3
226	3
236	3
244	3
274	3
293	3
345	3
346	3
359	3
391	3
417	3
437	3
441	3
443	3
487	3
29	3
90	3
102	3
149	3
180	3
196	3
202	3
225	3
267	3
331	3
333	3
338	3
354	3
378	3
399	3
412	3
427	3
435	3
498	3
3	3
12	3
18	3
44	3
53	3
58	3
83	3
92	3
122	3
125	3
171	3
177	3
230	3
232	3
271	3
315	3
325	3
326	3
336	3
367	3
417	3
418	3
420	3
444	3
454	3
471	3
474	3
495	3
5	3
7	3
79	3
85	3
92	3
93	3
109	3
115	3
130	3
167	3
168	3
183	3
204	3
218	3
234	3
240	3
263	3
265	3
302	3
319	3
362	3
399	3
445	3
446	3
498	3
6	3
58	3
72	3
74	3
80	3
109	3
170	3
189	3
210	3
220	3
222	3
230	3
238	3
243	3
255	3
364	3
402	3
410	3
481	3
395	3
313	3
62	3
319	3
192	3
197	3
76	3
112	3
252	3
426	3
126	3
18	3
56	3
65	3
69	3
73	3
97	3
113	3
161	3
171	3
182	3
185	3
228	3
229	3
240	3
303	3
346	3
377	3
378	3
400	3
408	3
417	3
440	3
477	3
132	3
136	3
152	3
220	3
229	3
281	3
287	3
312	3
373	3
384	3
402	3
414	3
473	3
2	3
12	3
28	3
55	3
86	3
145	3
164	3
166	3
187	3
235	3
237	3
242	3
295	3
355	3
363	3
364	3
370	3
382	3
403	3
407	3
423	3
438	3
474	3
84	3
85	3
94	3
