74	0
40	1
75	1
46	1
78	1
30	1
65	2
105	2
11	2
49	2
25	2
31	2
97	2
70	2
7	2
124	2
133	2
135	2
32	2
97	2
34	2
74	2
19	2
119	2
1	2
34	2
113	2
147	2
126	2
96	3
97	3
40	3
12	3
114	3
132	3
73	3
109	3
96	3
40	3
141	3
83	3
53	3
88	3
148	3
94	3
3	3
101	3
40	3
13	3
60	3
93	3
63	3
0	3
34	3
76	3
142	3
144	3
137	3
58	3
60	3
0	3
70	3
65	3
33	3
8	3
75	3
78	3
56	3
134	3
46	3
15	3
90	3
28	3
61	3
139	3
46	3
94	3
86	3
75	3
13	3
117	3
54	3
31	3
49	3
24	3
124	3
46	3
146	3
40	3
1	3
75	3
17	3
56	3
94	3
133	3
14	3
78	3
52	3
53	3
91	3
30	3
66	3
101	3
75	3
141	3
46	3
146	3
30	3
64	3
4	3
141	3
20	3
121	3
123	3
145	3
78	3
122	3
106	3
64	3
136	3
135	3
47	3
123	3
68	3
76	3
14	3
81	3
78	3
52	3
117	3
49	3
79	3
77	3
29	3
12	3
77	3
57	3
122	3
30	3
1	4
34	4
4	4
98	4
46	4
109	4
86	4
0	4
131	4
65	4
33	4
135	4
65	4
76	4
115	4
59	4
62	4
32	4
134	4
109	4
88	4
20	4
55	4
65	4
68	4
71	4
142	4
15	4
89	4
23	4
88	4
57	4
63	4
68	4
105	4
48	4
51	4
84	4
74	4
107	4
115	4
106	4
126	4
96	4
105	4
12	4
20	4
21	4
146	4
74	4
109	4
129	4
122	4
65	4
36	4
74	4
115	4
26	4
59	4
124	4
62	4
68	4
69	4
104	4
11	4
19	4
140	4
11	4
144	4
99	4
81	4
66	4
142	4
89	4
11	4
12	4
114	4
143	4
2	4
104	4
141	4
110	4
85	4
138	4
119	4
7	4
44	4
49	4
57	4
59	4
102	4
17	4
51	4
2	4
38	4
49	4
41	4
62	4
65	4
131	4
74	4
49	4
62	4
8	4
49	4
18	4
119	4
25	4
31	4
133	4
12	4
144	4
39	4
72	4
96	4
123	4
0	4
9	4
76	4
45	4
14	4
47	4
107	4
70	4
81	4
11	4
87	4
128	4
97	4
39	4
25	4
93	4
123	4
52	4
53	4
25	4
117	4
64	4
34	4
148	4
38	4
49	4
114	4
116	4
53	4
124	4
67	4
100	4
124	4
25	4
130	4
5	4
66	4
138	4
31	4
0	4
133	4
138	4
12	4
47	4
49	4
96	4
123	4
126	4
115	4
47	4
51	4
25	4
123	4
60	4
93	4
97	4
98	4
105	4
46	4
15	4
148	4
27	4
63	4
97	4
40	4
12	4
79	4
97	4
8	4
126	4
62	4
149	4
96	4
33	4
97	4
106	4
128	4
82	4
66	4
7	4
136	4
74	4
148	4
149	4
36	4
124	4
97	4
34	4
64	4
97	4
2	4
38	4
12	4
143	4
90	4
85	4
36	4
56	4
94	4
4	4
133	4
135	4
87	4
138	4
134	4
98	4
93	4
70	4
50	4
117	4
68	4
69	4
77	4
88	4
69	4
108	4
106	4
78	4
115	4
96	4
129	4
87	4
97	4
118	4
11	4
44	4
49	4
59	4
128	4
145	4
79	4
80	4
94	4
101	4
108	4
97	4
66	4
68	4
134	4
7	4
136	4
74	4
149	4
36	4
124	4
29	4
31	4
66	4
50	4
18	4
119	4
124	4
34	4
124	4
121	4
28	4
93	4
66	4
136	4
10	4
149	4
124	4
95	4
124	4
75	4
142	4
137	4
132	4
40	4
13	4
116	4
66	4
35	4
133	4
119	4
130	4
62	4
35	4
86	4
75	4
142	4
136	4
103	4
135	4
96	4
74	4
135	4
47	4
38	4
107	4
78	4
15	4
32	4
65	4
105	4
79	4
20	4
25	4
26	4
134	4
135	4
80	4
94	4
112	4
31	4
41	4
77	4
47	4
113	4
89	4
